Date,Close,Volume
9/6/16,129.729996,26278400
9/2/16,126.510002,12118800
9/1/16,126.169998,13536100
8/31/16,126.120003,14200600
8/30/16,125.839996,17804300
8/29/16,126.540001,15925900
8/26/16,124.959999,17504800
8/25/16,123.889999,10730800
8/24/16,123.480003,12243700
8/23/16,124.370003,13309500
8/22/16,124.150002,14386400
8/19/16,123.559998,11688300
8/18/16,123.910004,12400800
8/17/16,124.370003,13794200
8/16/16,123.300003,14222400
8/15/16,123.900002,19295100
8/12/16,124.879997,12159000
8/11/16,124.900002,11729500
8/10/16,124.879997,10670100
8/9/16,125.059998,19621000
8/8/16,125.260002,15233900
8/5/16,125.150002,20184000
8/4/16,124.360001,21066000
8/3/16,122.510002,18525300
8/2/16,123.089996,23968400
8/1/16,124.309998,25006900
7/29/16,123.940002,35058800
7/28/16,125,78955800
7/27/16,123.339996,52654200
7/26/16,121.220001,17612000
7/25/16,121.629997,18487400
7/22/16,121,18422400
7/21/16,120.610001,17801700
7/20/16,121.919998,20046500
7/19/16,120.610001,21541300
7/18/16,119.370003,20868400
7/15/16,116.860001,16646000
7/14/16,117.290001,14579700
7/13/16,116.779999,16207700
7/12/16,117.93,15217700
7/11/16,117.870003,17711600
7/8/16,117.239998,18142600
7/7/16,115.849998,16630200
7/6/16,116.699997,24337600
7/5/16,114.199997,14207000
7/1/16,114.190002,14980000
6/30/16,114.279999,23192700
6/29/16,114.160004,20968300
6/28/16,112.699997,26813800
6/27/16,108.970001,36130400
6/24/16,112.080002,40643100
6/23/16,115.080002,16176900
6/22/16,113.910004,14846300
6/21/16,114.379997,19166300
6/20/16,113.370003,20785400
6/17/16,113.019997,24644300
6/16/16,114.389999,19236300
6/15/16,114.599998,19819400
6/14/16,114.940002,17618500
6/13/16,113.949997,31718200
6/10/16,116.620003,18510800
6/9/16,118.559998,13859200
6/8/16,118.389999,14505600
6/7/16,117.760002,17103000
6/6/16,118.790001,12744700
6/3/16,118.470001,14135100
6/2/16,118.93,13228300
6/1/16,118.779999,15029500
5/31/16,118.809998,23547600
5/27/16,119.379997,13464400
5/26/16,119.470001,18481300
5/25/16,117.889999,20019800
5/24/16,117.699997,20183600
5/23/16,115.970001,20441000
5/20/16,117.349998,18944800
5/19/16,116.809998,20544100
5/18/16,117.650002,21642300
5/17/16,117.349998,21328600
5/16/16,118.669998,31247800
5/13/16,119.809998,18124300
5/12/16,120.279999,22035500
5/11/16,119.519997,22038400
5/10/16,120.5,23220000
5/9/16,119.239998,21138100
5/6/16,119.489998,26216200
5/5/16,117.809998,22056700
5/4/16,118.059998,23448400
5/3/16,117.43,24117500
5/2/16,118.57,28095200
4/29/16,117.580002,37140600
4/28/16,116.730003,87110100
4/27/16,108.889999,52213100
4/26/16,108.760002,22521500
4/25/16,110.099998,21017900
4/22/16,110.559998,38458200
4/21/16,113.440002,20875200
4/20/16,112.419998,21027900
4/19/16,112.290001,30210500
4/18/16,110.449997,21092700
4/15/16,109.639999,20922800
4/14/16,110.839996,28473300
4/13/16,110.510002,88227400
4/12/16,110.610001,26248100
4/11/16,108.989998,39762300
4/8/16,110.629997,48497800
4/7/16,113.639999,20714500
4/6/16,113.709999,20814600
4/5/16,112.220001,22962400
4/4/16,112.550003,48487900
4/1/16,116.059998,24760500
3/31/16,114.099998,21207500
3/30/16,114.699997,33235200
3/29/16,116.139999,29825300
3/28/16,113.690002,21351800
3/24/16,113.050003,17839100
3/23/16,112.540001,18562000
3/22/16,112.25,19001100
3/21/16,111.849998,18448000
3/18/16,111.449997,36256900
3/17/16,111.019997,24241200
3/16/16,112.18,24744800
3/15/16,110.669998,17618500
3/14/16,109.889999,17249400
3/11/16,109.410004,20697600
3/10/16,107.32,24854300
3/9/16,107.510002,20493300
